Author,Title,Year,DOI,Link,Type,Venue,
Kunyu XieLin ZhangZhen ChenPengfei Gu,Semi-physical Modeling and Simulation for Industrial Product Design Based on X Language,2024,10.1007/978-981-97-7225-4_3,https://link.springer.com/chapter/10.1007/978-981-97-7225-4_3,Conference paper,Methods and Applications for Modeling and Simulation of Complex Systems,
C. H. ShwethaK. Pushpalatha,Depression Detection from a Social Media Dataset Using Deep Learning and NLP Techniques: A Review,2024,10.1007/978-981-97-6675-8_43,https://link.springer.com/chapter/10.1007/978-981-97-6675-8_43,Conference paper,ICT for Intelligent Systems,
K. P. ShailajaS. Anupama Kumar,An Efficient Ensembled Deep Learning Technique for Stock Price Prediction,2024,10.1007/978-981-97-5791-6_8,https://link.springer.com/chapter/10.1007/978-981-97-5791-6_8,Conference paper,Innovations in Cybersecurity and Data Science,
Lubomir AlmerJosef HoralekVladimir Sobeslav,Utilization of Artificial Intelligence for the SIEM Logging Architecture Design in the Context of Smart City,2024,10.1007/978-981-97-4677-4_9,https://link.springer.com/chapter/10.1007/978-981-97-4677-4_9,Conference paper,Advances and Trends in Artificial Intelligence. Theory and Applications,
Roland Bolboac??Piroska HallerBela Genge,Evaluation Techniques for Long Short-Term Memory Models: Overfitting Analysis and Handling Missing Values,2024,10.1007/978-981-97-4677-4_19,https://link.springer.com/chapter/10.1007/978-981-97-4677-4_19,Conference paper,Advances and Trends in Artificial Intelligence. Theory and Applications,
Karma DabaghiStefano Da??UrsoFilippo Sciarrone,Artificial Intelligence and Learning of Students with Dyslexia: A Brief Review,2024,10.1007/978-981-97-4243-1_13,https://link.springer.com/chapter/10.1007/978-981-97-4243-1_13,Conference paper,Emerging Technologies for Education,
Tao Y.; Li Y.; Zhang L.; Xie K.; Gu P.,Research on the Conversion from SysML Models to X Language Models,2024,10.1007/978-981-97-3951-6_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200570582&doi=10.1007%2f978-981-97-3951-6_22&partnerID=40&md5=5265190c5e606c2b3a3582278ec1f78e,Conference paper,Communications in Computer and Information Science,
Philane TshabalalaRangith B. Kuriakose,A Performance Comparison Between a Digital Shadow and a Digital Twin in a Mixed Model Stochastic System,2024,10.1007/978-981-97-3559-4_6,https://link.springer.com/chapter/10.1007/978-981-97-3559-4_6,Conference paper,Proceedings of Ninth International Congress on Information and Communication Technology,
Siyang XuRuokun WangQinghao ZhuXiaodong Wu,Specific Emitter Identification Method Based on Aggregation Model with Metric Learning in Complex Field,2024,10.1007/978-981-97-2200-6_7,https://link.springer.com/chapter/10.1007/978-981-97-2200-6_7,Conference paper,"Proceedings of 3rd International Conference on Artificial Intelligence, Robotics, and Communication",
Yue Feng,The Digital Dynamic and Control Simulation Modeling of Space Craft Based on Modelica,2024,10.1007/978-981-97-1087-4_16,https://link.springer.com/chapter/10.1007/978-981-97-1087-4_16,Conference paper,Proceedings of 3rd 2023 International Conference on Autonomous Unmanned Systems (3rd ICAUS 2023),
Pesl R.D.; St?tzner M.; Georgievski I.; Aiello M.,Uncovering LLMs for?Service-Composition: Challenges and?Opportunities,2024,10.1007/978-981-97-0989-2_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189752675&doi=10.1007%2f978-981-97-0989-2_4&partnerID=40&md5=68bc3faf04fc52d91518fb5a935d496d,Conference paper,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),
Dongdong ZhangQian CaoYuchen GuoLisheng Wang,Assistant Teaching System for Computer Hardware Courses Based on Large Language Model,2024,10.1007/978-981-97-0730-0_27,https://link.springer.com/chapter/10.1007/978-981-97-0730-0_27,Conference paper,Computer Science and Education. Computer Science and Technology,
Jinyuan LuoLinhai XieHong YangXiaoxia YinYanchun Zhang,Machine Learning for Time-to-Event Prediction and Survival Clustering: A Review from Statistics to Deep Neural Networks,2024,10.1007/978-981-97-0065-3_13,https://link.springer.com/chapter/10.1007/978-981-97-0065-3_13,Conference paper,"Intelligent Computers, Algorithms, and Applications",
Imane EttifouriMostapha ZbakhClaude Tadonki,The Need for HPC in AI Solutions,2024,10.1007/978-3-031-78698-3_8,https://link.springer.com/chapter/10.1007/978-3-031-78698-3_8,Conference paper,Artificial Intelligence and High Performance Computing in the Cloud,
Zbigniew PietrzykowskiMiros??aw WielgoszPaulina Hat??as-Sowi??skaLeszek MisztalAnna Pa??kaMarcin BreitsprecherPiotr BorkowskiPawe?? Bana??Piotr Wo??ejszaJaros??aw Chomski,Communication in Encounter Situations of Autonomous and Non-autonomous Ships,2024,10.1007/978-3-031-78468-2_3,https://link.springer.com/chapter/10.1007/978-3-031-78468-2_3,Conference paper,Emerging Challenges in Intelligent Management Information Systems,
Thanh-Binh TrinhVan-Khanh ToNinh-Thuan TruongHong Anh Le,Analysing Conflict of Interest Integrated in Role-Based Access Control Model Using Event-B,2024,10.1007/978-3-031-75593-4_6,https://link.springer.com/chapter/10.1007/978-3-031-75593-4_6,Conference paper,Intelligence of Things: Technologies and Applications,
Pasca E.M.; Erdei R.; Delinschi D.; Matei O.,Augmenting API Security Testing with?Automated LLM-Driven Test Generation,2024,10.1007/978-3-031-75016-8_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210166134&doi=10.1007%2f978-3-031-75016-8_11&partnerID=40&md5=f2d4ea2505eb8e1b00794dd55b170c3f,Conference paper,Lecture Notes in Networks and Systems,
Ricardo M. Czekster,Inspecting Software Architecture Design Styles to Infer Threat Models and Inform Likely Attacks,2024,10.1007/978-3-031-74443-3_4,https://link.springer.com/chapter/10.1007/978-3-031-74443-3_4,Conference paper,"Contributions Presented at The International Conference on Computing, Communication, Cybersecurity and AI, July 3a??, 2024, London, UK",
"Oezsoy, Ege; Pellegrini, Chantal; Keicher, Matthias; Navab, Nassir",ORacle: Large Vision-Language Models for Knowledge-Guided Holistic OR Domain Modeling,2024,10.1007/978-3-031-72089-5_43,,C,"MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION - MICCAI 2024, PT VI",
Kurt Sandkuhl,LLM-Assistance for Quality Control of LLM Output,2024,10.1007/978-3-031-71333-0_3,https://link.springer.com/chapter/10.1007/978-3-031-71333-0_3,Conference paper,Perspectives in Business Informatics Research,
Lahbib NaimiEl Mahi BouzianeAbdeslam Jakimi,Automating Test Case Generation from Class Diagram Using Generative AI,2024,10.1007/978-3-031-66850-0_15,https://link.springer.com/chapter/10.1007/978-3-031-66850-0_15,Conference paper,"Advances in Smart Medical, IoT & Artificial Intelligence",
Ana-Maria GhiranSven-Alexander Gal,Software Architectures and the Use of Knowledge Graphs to Support Their Design,2024,10.1007/978-3-031-71333-0_12,https://link.springer.com/chapter/10.1007/978-3-031-71333-0_12,Conference paper,Perspectives in Business Informatics Research,
Matthias Brunnbauer,"Business, Data and Analytics: Specifying AI Use Cases with the Help of Modeling Techniques",2024,10.1007/978-3-031-71333-0_1,https://link.springer.com/chapter/10.1007/978-3-031-71333-0_1,Conference paper,Perspectives in Business Informatics Research,
S??ren Domr??sReinhard von Hanxleden,Diagram Control and Model Order for Sugiyama Layouts,2024,10.1007/978-3-031-71291-3_6,https://link.springer.com/chapter/10.1007/978-3-031-71291-3_6,Conference paper,Diagrammatic Representation and Inference,
Maximilian KasperowskiNiklas RentzS??ren Domr??sReinhard von Hanxleden,KIELER: A Text-First Framework for Automatic Diagramming of Complex Systems,2024,10.1007/978-3-031-71291-3_33,https://link.springer.com/chapter/10.1007/978-3-031-71291-3_33,Conference paper,Diagrammatic Representation and Inference,
Gijs van CuyckLars van ArragonJan Tretmans,Testing Compositionality,2024,10.1007/978-3-031-71261-6_3,https://link.springer.com/chapter/10.1007/978-3-031-71261-6_3,Conference paper,Formal Aspects of Component Software,
Priyesh VakhariaAbigail KufeldtMax MeyersIan LaneLeilani H. Gilpin,ProSLM: A Prolog Synergized Language Model for explainable Domain Specific Knowledge Based Question Answering,2024,10.1007/978-3-031-71170-1_23,https://link.springer.com/chapter/10.1007/978-3-031-71170-1_23,Conference paper,Neural-Symbolic Learning and Reasoning,
Gudmund GrovJonas HalvorsenMagnus Wiik EckhoffBj??rn Jervell HansenMartin EianVasileios Mavroeidis,On the Use of Neurosymbolic AI for Defending Against Cyber Attacks,2024,10.1007/978-3-031-71167-1_7,https://link.springer.com/chapter/10.1007/978-3-031-71167-1_7,Conference paper,Neural-Symbolic Learning and Reasoning,
Krzysztof KrawiecAntoni Nowinowski,Disentangling Visual Priors: Unsupervised Learning of Scene Interpretations with Compositional Autoencoder,2024,10.1007/978-3-031-71167-1_13,https://link.springer.com/chapter/10.1007/978-3-031-71167-1_13,Conference paper,Neural-Symbolic Learning and Reasoning,
Alexander PothAnna WildeggerDan-Alexander Levien,Considerations About Integration of GenAI into Products and Services from an Ethical and Legal Perspective,2024,10.1007/978-3-031-71142-8_12,https://link.springer.com/chapter/10.1007/978-3-031-71142-8_12,Conference paper,"Systems, Software and Services Process Improvement",
Justus FriesMichael FreundAndreas Harth,SaVeWoT: Scripting and Verifying Web of Things Systems and Their Effects on the Physical World,2024,10.1007/978-3-031-70893-0_8,https://link.springer.com/chapter/10.1007/978-3-031-70893-0_8,Conference paper,KI 2024: Advances in Artificial Intelligence,
Fabien CoelhoClaire Yannou-Medrala,JSON Model: a Lightweight Featureful DSL for JSON,2024,10.1007/978-3-031-70626-4_1,https://link.springer.com/chapter/10.1007/978-3-031-70626-4_1,Conference paper,Advances in Databases and Information Systems,
Lopes R.; Ara¨²jo J.; da Silveira D.S.; Sardinha A.,A Systematic Approach to?Derive Conceptual Models from?BPMN Models,2024,10.1007/978-3-031-64073-5_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200412195&doi=10.1007%2f978-3-031-64073-5_6&partnerID=40&md5=9b139abdc961b42616a36fbeaecc57cd,Conference paper,Lecture Notes in Business Information Processing,
Rafael Seidi OyamadaGabriel Marques TavaresSylvio Barbon JuniorPaolo Ceravolo,CoSMo: A Framework to Instantiate Conditioned Process Simulation Models,2024,10.1007/978-3-031-70396-6_19,https://link.springer.com/chapter/10.1007/978-3-031-70396-6_19,Conference paper,Business Process Management,
Andrea MaldonadoChristian M. M. FreyGabriel Marques TavaresNikolina RehwaldThomas Seidl,GEDI: Generating Event Data with Intentional Features for Benchmarking Process Mining,2024,10.1007/978-3-031-70396-6_13,https://link.springer.com/chapter/10.1007/978-3-031-70396-6_13,Conference paper,Business Process Management,
Gaia SaveriLuca Bortolussi,Retrieval-Augmented Mining of Temporal Logic Specifications from Data,2024,10.1007/978-3-031-70368-3_19,https://link.springer.com/chapter/10.1007/978-3-031-70368-3_19,Conference paper,Machine Learning and Knowledge Discovery in Databases. Research Track,
Aminat T. BashirAbdullateef O. BalogunMatthew O. AdigunSunday A. AjagbeLuiz Fernando CapretzJoseph B. AwotundeHammed A. Mojeed,Cascade Generalization-Based Classifiers for Software Defect Prediction,2024,10.1007/978-3-031-70285-3_4,https://link.springer.com/chapter/10.1007/978-3-031-70285-3_4,Conference paper,Software Engineering Methods Design and Application,
Seung Yeob ShinFabrizio PastoreDomenico BianculliAlexandra Baicoianu,Towards Generating Executable Metamorphic Relations Using Large Language Models,2024,10.1007/978-3-031-70245-7_9,https://link.springer.com/chapter/10.1007/978-3-031-70245-7_9,Conference paper,Quality of Information and Communications Technology,
Domenico AmalfitanoRiccardo CoppolaDamiano DistanteFilippo Ricca,AI in GUI-Based Software Testing: Insights from a Survey with Industrial Practitioners,2024,10.1007/978-3-031-70245-7_23,https://link.springer.com/chapter/10.1007/978-3-031-70245-7_23,Conference paper,Quality of Information and Communications Technology,
Mirjam MinorEduard Kaucher,Retrieval Augmented Generation with LLMs for Explaining Business Process Models,2024,10.1007/978-3-031-63646-2_12,https://link.springer.com/chapter/10.1007/978-3-031-63646-2_12,Conference paper,Case-Based Reasoning Research and Development,
Arunkumar ChinnaswamyB. A. SabarishR. Deepak Menan,User Story Based Automated Test Case Generation Using NLP,2024,10.1007/978-3-031-69982-5_12,https://link.springer.com/chapter/10.1007/978-3-031-69982-5_12,Conference paper,Computational Intelligence in Data Science,
Chen L.; Bhattacharjee A.; Ahmed N.; Hasabnis N.; Oren G.; Vo V.; Jannesari A.,OMPGPT: A Generative Pre-trained Transformer Model for?OpenMP,2024,10.1007/978-3-031-69577-3_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202597161&doi=10.1007%2f978-3-031-69577-3_9&partnerID=40&md5=d2a1458753fd754eb53912ad60494113,Conference paper,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),
Soudabeh Taghian DinaniDoina CarageaNikesh Gyawali,Disaster Tweet Classification Using Fine-Tuned Deep Learning Models Versus Zero and Few-Shot Large Language Models,2024,10.1007/978-3-031-68919-2_4,https://link.springer.com/chapter/10.1007/978-3-031-68919-2_4,Conference paper,Data Management Technologies and Applications,
Srivatsan VaradarajanRobin BloomfieldJohn RushbyGopal GuptaAnitha MurugesanRobert StroudKateryna NetkachovaIsaac Hong WongJoaqu?-n Arias,Enabling Theory-Based Continuous Assurance: A Coherent Approach with Semantics and Automated Synthesis,2024,10.1007/978-3-031-68738-9_13,https://link.springer.com/chapter/10.1007/978-3-031-68738-9_13,Conference paper,"Computer Safety, Reliability, and Security. SAFECOMP 2024 Workshops",
Kester CleggIbrahim HabliJohn McDermid,Using GPT-4 to Generate Failure Logic,2024,10.1007/978-3-031-68738-9_11,https://link.springer.com/chapter/10.1007/978-3-031-68738-9_11,Conference paper,"Computer Safety, Reliability, and Security. SAFECOMP 2024 Workshops",
Keishi FukudaQiang Ma,Leveraging Heterogeneous Text Data for Reinforcement Learning-Based Stock Trading Strategies,2024,10.1007/978-3-031-68309-1_2,https://link.springer.com/chapter/10.1007/978-3-031-68309-1_2,Conference paper,Database and Expert Systems Applications,
Federico Heras ,Evolution and Comparative Analysis of Enterprise Architecture Tools,2024,10.1007/978-3-031-67904-9_7,https://link.springer.com/chapter/10.1007/978-3-031-67904-9_7,Conference paper,Smart Business Technologies,
Kourani H.; Berti A.; Schuster D.; van der Aalst W.M.P.,Process Modeling with?Large Language Models,2024,10.1007/978-3-031-61007-3_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197102930&doi=10.1007%2f978-3-031-61007-3_18&partnerID=40&md5=d37445eeb2d5449d764147c9e53d4670,Conference paper,Lecture Notes in Business Information Processing,
Ethan PereiraMichael Farmer,3-Dimensional A* for Collision Free Walking Gait,2024,10.1007/978-3-031-66428-1_37,https://link.springer.com/chapter/10.1007/978-3-031-66428-1_37,Conference paper,Intelligent Systems and Applications,
